flight_date,airline,origin,destination,scheduled_departure,actual_departure,delay_minutes,delay_reason,distance_miles,aircraft_type
2024-02-26,American Airlines,LAX,MDW,13:30,13:30,0,None,342,Boeing 757-200
2024-04-04,Spirit Airlines,LGA,SEA,20:00,20:30,30,Weather,2075,Boeing 737-900
2025-01-01,Southwest Airlines,PHL,MDW,20:45,21:09,24,Air Traffic,1890,ATR 72
2025-01-07,Delta Air Lines,LAS,ORD,13:00,13:00,0,None,2400,Boeing 737-900
2025-01-31,Frontier Airlines,PHL,DFW,18:15,18:33,18,Weather,2468,Airbus A321
2023-12-13,American Airlines,PHL,ORD,19:30,20:59,89,Air Traffic,2710,ATR 72
2025-04-11,United Airlines,BWI,MIA,20:30,21:05,35,Weather,268,Boeing 777-200
2023-11-25,Hawaiian Airlines,DTW,ORD,18:15,18:15,0,None,2968,Airbus A330-200
2024-01-15,Delta Air Lines,PHX,BOS,07:45,07:45,0,None,2956,Boeing 757-200
2023-11-04,Spirit Airlines,MDW,LAX,11:00,15:07,247,Air Traffic,1744,Boeing 737-800
2025-02-19,Spirit Airlines,IAH,DEN,11:45,12:07,22,Air Traffic,953,Boeing 757-200
2024-11-03,United Airlines,SFO,LAX,16:15,16:15,0,None,2689,Boeing 777-200
2023-11-04,Alaska Airlines,LAS,MIA,08:00,08:13,13,Weather,1127,Airbus A330-200
2024-04-02,American Airlines,LAX,FLL,17:30,17:30,0,None,2494,ATR 72
2025-04-01,Delta Air Lines,PHL,IAH,06:45,06:45,0,None,1639,Boeing 737-800
2024-07-15,Southwest Airlines,SEA,CLT,18:15,18:33,18,Weather,2185,Airbus A321
2024-01-01,Frontier Airlines,SEA,MIA,12:15,13:45,90,Weather,593,Airbus A330-200
2024-02-27,Hawaiian Airlines,CLT,DTW,17:00,17:55,55,Air Traffic,2234,Boeing 737-900
2025-05-26,United Airlines,SFO,PHL,17:00,17:00,0,None,1375,Boeing 737-900
2023-09-10,United Airlines,JFK,CLT,11:00,11:22,22,Weather,1237,Boeing 787-8
2024-05-08,Delta Air Lines,MDW,MSP,16:00,17:21,81,Mechanical,926,Boeing 777-200
2024-06-08,Southwest Airlines,SFO,LGA,07:45,07:45,0,None,2019,Boeing 787-8
2023-08-10,Hawaiian Airlines,LAX,DFW,05:15,05:15,0,None,1081,Boeing 737-800
2024-11-10,Alaska Airlines,MSP,LGA,21:45,22:00,15,Weather,901,Boeing 737-800
2024-01-06,Frontier Airlines,LAS,PHL,20:30,20:30,0,None,418,Boeing 757-200
2023-12-07,JetBlue Airways,LAX,MSP,06:00,06:00,0,None,1068,Boeing 787-8
2023-12-29,Delta Air Lines,DEN,JFK,11:30,11:49,19,Mechanical,1127,CRJ-900
2025-01-27,Alaska Airlines,PHX,FLL,16:00,16:00,0,None,1338,Boeing 787-8
2024-09-14,Alaska Airlines,ORD,SEA,19:45,20:35,50,Air Traffic,1021,Airbus A330-200
2023-12-17,United Airlines,FLL,SFO,21:15,21:24,9,Security,2729,Boeing 777-200
2024-10-19,Southwest Airlines,PHX,SFO,23:30,23:30,0,None,857,Boeing 787-8
2024-02-14,Spirit Airlines,ORD,SEA,05:15,05:15,0,None,792,ATR 72
2025-01-05,Delta Air Lines,MDW,IAH,16:15,16:15,0,None,523,CRJ-900
2023-07-20,Alaska Airlines,PHL,PHX,20:00,20:00,0,None,2852,Boeing 737-800
2024-07-19,Hawaiian Airlines,DFW,MSP,17:30,17:30,0,None,2245,Boeing 737-900
2023-07-19,JetBlue Airways,MIA,CLT,09:15,09:15,0,None,647,Boeing 737-900
2025-02-07,Alaska Airlines,MIA,BWI,05:45,05:45,0,None,1159,Boeing 737-800
2025-02-04,Alaska Airlines,BWI,ORD,20:00,20:00,0,None,1610,Airbus A330-200
2025-05-20,Spirit Airlines,FLL,CLT,14:15,14:15,0,None,2527,Airbus A321
2024-04-08,Frontier Airlines,CLT,FLL,15:15,15:15,0,None,1650,Boeing 737-800
2023-10-04,United Airlines,DFW,JFK,17:15,17:15,0,None,2595,CRJ-900
2024-03-08,Spirit Airlines,BWI,FLL,19:30,19:36,6,Mechanical,1949,Airbus A330-200
2023-09-03,Hawaiian Airlines,PHX,JFK,07:30,07:42,12,Weather,466,Boeing 787-8
2025-01-08,Southwest Airlines,DFW,BWI,22:15,22:22,7,Air Traffic,2300,Airbus A320
2024-03-07,Alaska Airlines,JFK,LGA,06:45,06:45,0,None,2004,Airbus A321
2024-10-22,Alaska Airlines,MDW,ORD,07:00,07:00,0,None,951,Boeing 757-200
2023-10-20,United Airlines,PHL,FLL,13:15,13:41,26,Weather,2904,ATR 72
2023-10-03,Delta Air Lines,MDW,DTW,17:30,17:30,0,None,344,Boeing 767-300
2023-11-06,Southwest Airlines,ORD,LAX,08:00,08:00,0,None,574,Boeing 757-200
2025-02-19,Frontier Airlines,BWI,SEA,13:15,14:17,62,Weather,838,Embraer 175
2024-12-05,Southwest Airlines,LAX,MDW,14:15,14:45,30,Weather,1981,Boeing 737-800
2024-12-27,JetBlue Airways,ORD,SEA,13:00,13:12,12,Weather,303,Boeing 737-800
2025-04-19,JetBlue Airways,PHL,IAH,20:00,21:05,65,Security,1725,Boeing 757-200
2024-02-18,Southwest Airlines,DFW,SEA,05:45,06:39,54,Air Traffic,2108,ATR 72
2024-12-14,Spirit Airlines,JFK,DFW,19:45,19:58,13,Security,1098,Boeing 737-900
2024-10-23,Frontier Airlines,SEA,DFW,11:15,11:15,0,None,2065,Embraer 175
2025-05-14,Spirit Airlines,CLT,LAS,21:30,21:53,23,Weather,2577,Embraer 175
2023-08-14,Frontier Airlines,DFW,SEA,12:45,14:10,85,Weather,465,Airbus A320
2024-09-08,Spirit Airlines,MSP,LGA,10:45,10:45,0,None,1249,Airbus A321
2023-12-14,Frontier Airlines,LAS,LAX,12:45,12:45,0,None,2224,CRJ-900
2024-03-09,Frontier Airlines,MIA,JFK,19:00,19:00,0,None,903,Boeing 787-8
2024-09-08,Spirit Airlines,DEN,LGA,06:45,06:45,0,None,2998,Boeing 737-800
2024-05-23,Hawaiian Airlines,LAX,MIA,18:15,18:21,6,Weather,2065,Embraer 175
2025-03-08,JetBlue Airways,PHL,DTW,09:45,09:45,0,None,462,Boeing 787-8
2023-09-28,Delta Air Lines,IAH,DFW,15:45,15:55,10,Weather,2472,Boeing 737-900
2025-03-24,American Airlines,CLT,DFW,10:15,10:15,0,None,582,Boeing 737-900
2024-05-24,American Airlines,DEN,JFK,17:15,18:40,85,Air Traffic,386,ATR 72
2024-05-20,Alaska Airlines,CLT,DTW,09:30,09:30,0,None,2812,Embraer 175
2024-06-24,Spirit Airlines,LAS,DTW,20:45,20:45,0,None,712,Embraer 175
2023-11-20,Alaska Airlines,SEA,BWI,18:15,18:15,0,None,1004,Boeing 737-800
2023-07-22,Frontier Airlines,MIA,JFK,08:30,08:30,0,None,1566,Boeing 737-800
2023-07-06,Spirit Airlines,JFK,SEA,14:00,14:00,0,None,1282,Boeing 787-8
2023-12-25,Hawaiian Airlines,SFO,DTW,05:45,05:45,0,None,276,Boeing 757-200
2025-03-20,Alaska Airlines,ORD,DTW,05:00,05:00,0,None,1163,Boeing 787-8
2023-11-30,JetBlue Airways,DTW,PHX,21:30,21:30,0,None,2478,Boeing 737-900
2024-05-23,United Airlines,FLL,MDW,16:00,16:13,13,Air Traffic,288,Boeing 787-8
2024-05-07,United Airlines,ORD,LAX,20:15,20:15,0,None,1020,Boeing 737-900
2023-10-04,Delta Air Lines,PHX,MDW,10:45,10:45,0,None,2673,Airbus A321
2023-11-03,Frontier Airlines,LAX,BOS,22:00,22:00,0,None,343,Airbus A320
2025-05-29,American Airlines,DTW,MSP,21:00,21:19,19,Security,2424,Boeing 737-800
2024-06-04,American Airlines,CLT,LGA,07:15,07:15,0,None,962,Airbus A330-200
2024-08-17,Delta Air Lines,SFO,IAH,14:45,14:45,0,None,1092,Boeing 777-200
2025-02-13,Southwest Airlines,MDW,BWI,08:30,08:48,18,Security,621,Boeing 787-8
2024-05-26,Spirit Airlines,LAX,MSP,20:00,20:00,0,None,1068,Airbus A330-200
2024-05-05,Delta Air Lines,LGA,DEN,23:15,23:44,29,Weather,207,CRJ-900
2023-08-02,United Airlines,SEA,PHX,20:30,20:45,15,Weather,855,CRJ-900
2024-12-26,Allegiant Air,MSP,LAS,17:15,17:34,19,Air Traffic,1257,Airbus A320
2024-11-11,Hawaiian Airlines,DFW,BOS,22:45,22:45,0,None,1323,ATR 72
2024-04-08,American Airlines,MSP,MDW,20:30,20:30,0,None,270,Boeing 757-200
2023-12-24,Alaska Airlines,IAH,DTW,23:15,23:15,0,None,2692,Airbus A320
2023-08-01,Frontier Airlines,JFK,LAX,13:30,13:30,0,None,2475,CRJ-900
2024-04-18,JetBlue Airways,MSP,ORD,08:00,09:13,73,Weather,2982,Boeing 737-900
2025-04-02,American Airlines,LAX,MDW,19:30,19:30,0,None,254,Boeing 737-900
2023-10-14,Spirit Airlines,BWI,PHX,20:45,21:14,29,Air Traffic,2624,Boeing 757-200
2023-10-08,Alaska Airlines,FLL,DTW,18:15,18:15,0,None,1056,Boeing 737-800
2024-02-29,Alaska Airlines,ORD,BOS,19:45,19:45,0,None,1118,Boeing 777-200
2025-05-29,United Airlines,FLL,SFO,06:45,06:45,0,None,752,ATR 72
2024-01-16,Allegiant Air,LAS,FLL,19:45,20:37,52,Weather,1405,Embraer 175
2025-05-29,JetBlue Airways,BWI,SEA,10:15,10:15,0,None,894,Airbus A320
2023-09-26,Allegiant Air,SFO,CLT,09:45,09:45,0,None,1363,Airbus A330-200
2024-05-06,American Airlines,PHX,JFK,19:30,19:30,0,None,1107,Boeing 737-900
2024-07-23,Delta Air Lines,LAX,FLL,12:45,13:54,69,Mechanical,792,Boeing 737-900
2023-07-12,Alaska Airlines,IAH,LGA,23:00,23:00,0,None,302,ATR 72
2023-11-23,American Airlines,FLL,IAH,19:45,19:45,0,None,591,Boeing 737-900
2024-12-13,American Airlines,PHL,BOS,09:30,09:30,0,None,481,Boeing 757-200
2024-05-20,Spirit Airlines,PHX,JFK,14:30,14:30,0,None,1194,Airbus A321
2023-11-28,Southwest Airlines,PHL,LAX,11:45,11:53,8,Weather,2885,Boeing 737-800
2024-12-29,Spirit Airlines,IAH,MSP,17:45,17:45,0,None,587,Boeing 737-800
2023-12-01,JetBlue Airways,SFO,DTW,12:15,13:38,83,Mechanical,2891,Boeing 737-900
2024-08-02,Alaska Airlines,LAS,SFO,20:45,20:45,0,None,1417,Boeing 737-800
2024-11-08,United Airlines,PHL,JFK,05:00,05:24,24,Security,1015,Boeing 757-200
2023-07-13,American Airlines,MSP,BOS,05:00,05:00,0,None,1123,Boeing 777-200
2023-07-22,Alaska Airlines,DTW,IAH,16:30,16:30,0,None,2197,Airbus A320
2023-07-20,Allegiant Air,LAX,JFK,08:15,09:43,88,Air Traffic,2475,Boeing 787-8
2023-09-24,Spirit Airlines,SFO,MSP,23:45,00:49,64,Weather,543,Embraer 175
2024-07-14,Southwest Airlines,SFO,LAS,21:30,21:30,0,None,2562,Boeing 777-200
2024-03-04,United Airlines,BOS,BWI,17:30,17:30,0,None,2905,CRJ-900
2023-10-27,American Airlines,IAH,JFK,15:45,15:45,0,None,218,Boeing 787-8
2023-08-05,Hawaiian Airlines,CLT,DTW,12:00,12:00,0,None,2106,Boeing 777-200
2025-03-03,Allegiant Air,SEA,DTW,13:15,13:27,12,Air Traffic,1652,Airbus A320
2025-03-18,Alaska Airlines,MIA,DTW,08:15,08:26,11,Air Traffic,1183,Airbus A321
2024-09-07,Frontier Airlines,ORD,PHL,13:00,13:17,17,Air Traffic,451,Boeing 767-300
2025-01-14,American Airlines,PHX,DFW,12:45,12:45,0,None,397,Boeing 737-800
2025-01-15,Southwest Airlines,SEA,FLL,19:00,19:00,0,None,1795,Boeing 767-300
2025-03-16,Delta Air Lines,LAS,CLT,07:30,07:45,15,Weather,1571,Boeing 757-200
2024-05-08,Frontier Airlines,LGA,MSP,12:45,12:45,0,None,276,Boeing 767-300
2024-08-22,Spirit Airlines,IAH,DTW,12:15,12:29,14,Air Traffic,2982,Airbus A320
2023-12-07,Allegiant Air,CLT,MDW,06:15,06:15,0,None,1740,Airbus A320
2024-02-15,Frontier Airlines,MIA,DFW,15:15,15:15,0,None,1308,Boeing 767-300
2024-11-05,Hawaiian Airlines,DEN,MDW,22:30,22:30,0,None,1541,Boeing 757-200
2024-12-25,Allegiant Air,LAS,JFK,23:15,23:15,0,None,2655,Boeing 787-8
2024-06-30,American Airlines,PHL,DTW,18:45,18:45,0,None,1638,Boeing 777-200
2024-11-11,Delta Air Lines,PHX,JFK,05:30,05:30,0,None,1655,Airbus A321
2025-04-21,JetBlue Airways,BOS,MDW,05:15,05:15,0,None,2498,Boeing 787-8
2024-01-06,JetBlue Airways,BWI,JFK,18:30,18:37,7,Air Traffic,2950,Boeing 737-800
2024-09-01,Spirit Airlines,MDW,FLL,08:30,08:30,0,None,814,Boeing 757-200
2025-02-05,Frontier Airlines,BWI,DEN,22:30,22:30,0,None,2328,Airbus A330-200
2024-07-27,United Airlines,DEN,FLL,21:00,21:00,0,None,1779,Boeing 777-200
2024-08-04,Alaska Airlines,LGA,ORD,06:30,06:52,22,Mechanical,1663,Boeing 787-8
2023-11-20,JetBlue Airways,PHX,LAX,08:00,08:00,0,None,218,Boeing 777-200
2024-04-03,Hawaiian Airlines,LAS,BWI,18:00,18:35,35,Mechanical,947,Boeing 787-8
2024-09-19,Southwest Airlines,SFO,LGA,15:15,15:15,0,None,846,Boeing 737-900
2025-05-14,United Airlines,MSP,LAS,07:15,07:15,0,None,1289,ATR 72
2024-12-21,Hawaiian Airlines,DEN,BOS,10:15,10:22,7,Weather,1228,Boeing 787-8
2024-08-30,Delta Air Lines,BWI,MSP,23:45,23:45,0,None,2716,Airbus A320
2024-08-18,Hawaiian Airlines,DFW,LAS,22:30,23:33,63,Air Traffic,1653,Airbus A330-200
2024-11-25,Southwest Airlines,BOS,CLT,05:00,05:00,0,None,2931,CRJ-900
2025-04-16,Frontier Airlines,MDW,LGA,19:00,19:00,0,None,768,Boeing 787-8
2025-05-07,Southwest Airlines,PHL,BOS,14:00,14:00,0,None,2260,Boeing 737-900
2025-04-20,American Airlines,FLL,ORD,12:15,12:15,0,None,2901,ATR 72
2025-01-21,Frontier Airlines,LGA,JFK,19:15,19:15,0,None,872,Boeing 787-8
2024-07-30,Frontier Airlines,DTW,SFO,21:30,21:30,0,None,220,Boeing 737-900
2023-10-25,American Airlines,ORD,DFW,21:00,22:17,77,Security,925,Boeing 767-300
2023-12-14,Spirit Airlines,PHL,DEN,23:30,23:30,0,None,416,Boeing 757-200
2025-04-09,Allegiant Air,MSP,BWI,08:00,08:00,0,None,1966,Embraer 175
2024-09-07,Hawaiian Airlines,LAS,MDW,16:30,16:30,0,None,2408,Boeing 737-900
2025-03-01,Hawaiian Airlines,FLL,MDW,21:15,22:43,88,Air Traffic,2342,Embraer 175
2025-03-06,Southwest Airlines,DTW,BOS,06:15,06:33,18,Air Traffic,2390,ATR 72
2024-01-11,American Airlines,MIA,SFO,13:00,14:01,61,Weather,766,Airbus A320
2024-01-14,Southwest Airlines,ORD,SFO,07:45,07:45,0,None,942,CRJ-900
2024-08-27,American Airlines,CLT,IAH,23:00,23:00,0,None,2599,Boeing 757-200
2023-10-31,Frontier Airlines,PHL,SFO,22:15,22:15,0,None,573,Airbus A321
2024-10-16,Allegiant Air,LAS,PHL,08:45,09:07,22,Weather,365,Boeing 777-200
2024-01-18,United Airlines,IAH,DFW,12:15,12:15,0,None,1602,Boeing 767-300
2024-12-10,United Airlines,PHX,ORD,19:00,19:22,22,Air Traffic,1440,Boeing 757-200
2024-05-01,Spirit Airlines,LAX,PHL,08:00,08:00,0,None,1414,Boeing 787-8
2024-10-16,Allegiant Air,BWI,BOS,10:00,10:00,0,None,772,Boeing 787-8
2023-07-13,Southwest Airlines,MSP,DTW,12:00,13:27,87,Mechanical,2204,Embraer 175
2025-04-12,Alaska Airlines,PHL,ORD,08:45,08:53,8,Weather,2202,Boeing 757-200
2023-10-24,United Airlines,SFO,LAS,05:30,05:30,0,None,1761,Boeing 777-200
2024-12-16,Allegiant Air,MSP,BWI,06:00,06:00,0,None,2540,Boeing 737-800
2024-04-19,United Airlines,MSP,LGA,15:45,15:45,0,None,2649,Embraer 175
2023-09-01,Frontier Airlines,PHX,DFW,12:30,12:56,26,Air Traffic,766,Boeing 777-200
2024-09-02,Allegiant Air,PHX,MIA,15:45,15:45,0,None,2145,Airbus A320
2023-09-17,Hawaiian Airlines,PHX,LAX,11:30,11:30,0,None,966,Boeing 737-800
2024-09-01,Frontier Airlines,DTW,CLT,08:00,08:06,6,Weather,2595,Boeing 737-900
2023-11-06,JetBlue Airways,MIA,PHX,08:45,08:45,0,None,1375,Airbus A330-200
2023-07-14,Alaska Airlines,SEA,LAX,10:45,10:50,5,Weather,385,Boeing 767-300
2023-07-23,United Airlines,PHX,LGA,09:30,09:30,0,None,2102,Embraer 175
2025-01-01,JetBlue Airways,DFW,BOS,07:30,07:43,13,Weather,758,Boeing 767-300
2024-06-28,Hawaiian Airlines,DTW,DFW,18:30,18:45,15,Weather,537,Embraer 175
2024-02-08,United Airlines,JFK,LAS,13:00,13:00,0,None,2385,Boeing 737-900
2024-10-23,JetBlue Airways,DEN,SFO,13:00,13:00,0,None,967,Boeing 737-900
2024-03-15,Spirit Airlines,BOS,FLL,23:30,23:50,20,Weather,2416,Airbus A320
2023-07-27,American Airlines,CLT,LGA,19:45,19:45,0,None,346,Airbus A320
2025-05-27,Allegiant Air,BOS,PHX,07:45,07:45,0,None,2124,ATR 72
2025-06-20,Southwest Airlines,LAX,SEA,19:15,19:27,12,Mechanical,859,Boeing 777-200
2024-03-15,United Airlines,DEN,MSP,22:15,22:15,0,None,2222,Boeing 777-200
2024-09-02,American Airlines,IAH,DTW,15:45,15:52,7,Security,1356,Airbus A320
2024-09-02,Southwest Airlines,BWI,MIA,13:15,14:26,71,Mechanical,1673,ATR 72
2024-12-01,Spirit Airlines,SFO,CLT,13:45,13:45,0,None,1229,Boeing 787-8
2025-05-20,Spirit Airlines,MIA,PHX,15:15,15:15,0,None,2183,ATR 72
2025-03-19,Delta Air Lines,MDW,FLL,17:30,17:59,29,Security,1403,ATR 72
2023-10-02,Hawaiian Airlines,CLT,BWI,10:45,10:54,9,Weather,2383,ATR 72
2023-09-24,Delta Air Lines,LAX,BOS,17:00,17:44,44,Weather,1912,Airbus A330-200
2025-04-10,Hawaiian Airlines,MSP,MIA,13:30,13:30,0,None,1090,ATR 72
2024-02-01,Frontier Airlines,CLT,MIA,09:00,09:27,27,Weather,647,CRJ-900
2024-01-19,Southwest Airlines,IAH,BOS,11:30,11:30,0,None,1701,CRJ-900
2024-02-03,Frontier Airlines,PHL,DFW,16:30,16:30,0,None,2883,Airbus A321
2024-06-18,Allegiant Air,DFW,DTW,08:30,08:30,0,None,2659,Airbus A320
2024-03-21,Frontier Airlines,DEN,PHX,09:15,10:16,61,Weather,2812,Boeing 737-900
2024-05-21,United Airlines,ORD,BWI,15:45,15:55,10,Weather,2613,Airbus A320
2024-12-13,Frontier Airlines,BOS,BWI,19:30,19:30,0,None,1222,Airbus A330-200
2025-04-12,Frontier Airlines,JFK,LGA,13:15,13:15,0,None,749,Airbus A330-200
2024-03-28,United Airlines,ORD,JFK,19:30,19:30,0,None,1578,Boeing 777-200
2024-11-11,Hawaiian Airlines,BWI,PHL,10:00,10:00,0,None,1787,Airbus A330-200
2024-05-20,Frontier Airlines,CLT,FLL,22:30,22:30,0,None,693,Boeing 737-800
2024-07-05,Southwest Airlines,MIA,BWI,19:00,19:00,0,None,846,Airbus A330-200
2024-03-14,JetBlue Airways,CLT,IAH,08:00,08:00,0,None,1242,Boeing 737-800
2023-08-16,American Airlines,BWI,DEN,05:15,05:23,8,Weather,823,Airbus A330-200
2024-10-11,JetBlue Airways,SFO,MSP,07:00,07:00,0,None,2667,Airbus A330-200
2024-12-29,JetBlue Airways,DFW,LGA,20:15,20:15,0,None,1053,Airbus A330-200
2024-02-27,JetBlue Airways,CLT,SFO,08:15,08:33,18,Mechanical,2898,Boeing 767-300
2024-01-17,Spirit Airlines,BWI,ORD,07:00,07:14,14,Mechanical,2850,Boeing 767-300
2025-06-06,American Airlines,MDW,DEN,19:45,19:45,0,None,1586,Boeing 767-300
2025-02-26,JetBlue Airways,PHX,DFW,19:30,19:40,10,Weather,2385,Boeing 757-200
2024-07-31,JetBlue Airways,DFW,CLT,12:30,12:30,0,None,1691,Airbus A321
2023-07-18,Frontier Airlines,LAX,ORD,08:30,08:30,0,None,319,ATR 72
2024-04-07,American Airlines,MDW,DTW,18:45,19:07,22,Security,1839,Boeing 777-200
2023-09-09,United Airlines,MDW,SFO,17:15,18:41,86,Weather,2547,ATR 72
2025-06-08,JetBlue Airways,SEA,BWI,18:15,19:10,55,Weather,2133,CRJ-900
2025-05-20,Hawaiian Airlines,PHX,MIA,15:30,15:30,0,None,643,Boeing 777-200
2025-02-25,Southwest Airlines,LGA,DEN,12:45,12:45,0,None,1444,Boeing 787-8
2025-02-25,Spirit Airlines,LAX,BWI,16:15,16:15,0,None,529,CRJ-900
2024-03-18,Frontier Airlines,DFW,DTW,09:15,09:15,0,None,855,Boeing 767-300
2024-06-17,United Airlines,FLL,MIA,21:45,21:45,0,None,2295,Boeing 737-800
2025-03-01,Hawaiian Airlines,MDW,MIA,18:30,18:41,11,Security,1864,Boeing 737-900
2025-02-23,United Airlines,PHL,LAS,22:30,22:30,0,None,1653,Airbus A321
2024-09-09,Frontier Airlines,LAX,DFW,16:15,16:34,19,Weather,1233,Boeing 777-200
2024-07-02,American Airlines,DEN,SFO,22:30,22:30,0,None,967,Airbus A330-200
2025-01-04,JetBlue Airways,PHX,FLL,10:45,12:14,89,Weather,312,Airbus A330-200
2024-10-08,Delta Air Lines,MIA,LAS,09:15,09:30,15,Security,1429,Airbus A320
2025-01-15,Frontier Airlines,FLL,JFK,10:30,10:30,0,None,226,ATR 72
2024-05-09,Hawaiian Airlines,BOS,SFO,16:15,16:15,0,None,1515,Boeing 787-8
2024-11-11,American Airlines,SEA,PHX,18:00,18:13,13,Weather,1778,Boeing 737-900
2023-08-28,United Airlines,IAH,FLL,19:00,19:00,0,None,280,Airbus A320
2023-07-12,Delta Air Lines,MIA,BOS,20:15,20:15,0,None,2089,Airbus A320
2023-11-11,Spirit Airlines,DFW,PHL,15:45,15:45,0,None,2880,Boeing 757-200
2024-05-01,American Airlines,IAH,MSP,09:30,09:30,0,None,2196,Boeing 787-8
2025-02-12,Allegiant Air,DTW,LAX,12:00,12:00,0,None,707,Boeing 777-200
2024-02-22,Delta Air Lines,DFW,SFO,19:45,19:55,10,Air Traffic,2856,Boeing 777-200
2024-03-25,United Airlines,PHL,IAH,20:00,21:05,65,Air Traffic,965,ATR 72
2024-09-19,Alaska Airlines,ORD,MIA,23:00,23:28,28,Weather,2056,Boeing 737-900
2024-05-05,Frontier Airlines,PHX,LGA,12:00,12:00,0,None,2696,Boeing 737-800
2023-08-09,Allegiant Air,CLT,SFO,05:00,05:00,0,None,1276,Embraer 175
2024-07-04,American Airlines,FLL,PHX,12:15,12:15,0,None,281,Embraer 175
2024-05-04,JetBlue Airways,SEA,FLL,07:30,08:16,46,Security,1550,ATR 72
2025-06-12,Delta Air Lines,SFO,JFK,11:15,11:15,0,None,1737,Boeing 767-300
2023-12-15,Frontier Airlines,LGA,CLT,12:00,12:00,0,None,1648,Boeing 777-200
2023-11-03,Delta Air Lines,SFO,ORD,21:15,21:15,0,None,1091,Airbus A330-200
2023-09-06,American Airlines,ORD,DEN,21:45,21:45,0,None,1599,ATR 72
2023-08-19,JetBlue Airways,FLL,ORD,12:45,12:45,0,None,2371,ATR 72
2024-07-25,Allegiant Air,SFO,PHX,10:15,10:15,0,None,2729,ATR 72
2024-02-13,Frontier Airlines,DTW,ORD,10:30,10:57,27,Weather,390,Boeing 737-800
2023-08-31,United Airlines,BOS,ORD,14:30,14:30,0,None,2354,Airbus A321
2024-09-15,United Airlines,DTW,MSP,09:00,10:18,78,Weather,798,Boeing 737-900
2023-07-20,Frontier Airlines,LGA,MSP,07:30,07:35,5,Air Traffic,2748,Airbus A330-200
2025-02-25,United Airlines,CLT,ORD,11:00,11:20,20,Security,1029,Boeing 787-8
2024-10-09,Delta Air Lines,LAX,SEA,18:00,18:00,0,None,708,Airbus A320
2024-05-26,Hawaiian Airlines,DFW,LGA,17:45,18:00,15,Weather,2928,Airbus A320
2023-11-28,JetBlue Airways,PHL,LAS,15:30,15:30,0,None,1885,Airbus A321
2024-12-26,Alaska Airlines,LGA,PHX,19:45,19:45,0,None,2245,Airbus A321
2024-10-22,Hawaiian Airlines,SEA,LAX,10:00,10:00,0,None,1624,Boeing 767-300
2023-10-31,JetBlue Airways,MSP,LAS,05:15,05:15,0,None,1372,ATR 72
2024-07-07,Southwest Airlines,SEA,LAS,15:00,15:00,0,None,867,Airbus A330-200
2025-04-18,Alaska Airlines,SFO,SEA,11:15,11:15,0,None,2852,Boeing 737-800
2024-06-11,Frontier Airlines,PHX,SFO,21:30,21:30,0,None,2176,Airbus A320
2023-08-15,Delta Air Lines,BWI,BOS,17:30,17:30,0,None,1639,Boeing 767-300
2025-04-01,United Airlines,IAH,BWI,14:00,14:00,0,None,483,Embraer 175
2024-01-30,Allegiant Air,SEA,DEN,14:00,14:00,0,None,1714,CRJ-900
2023-09-04,American Airlines,DTW,PHX,09:30,10:43,73,Mechanical,1035,Boeing 737-800
2025-04-20,Frontier Airlines,SFO,LAX,08:00,08:00,0,None,2134,Airbus A330-200
2025-06-15,Southwest Airlines,SFO,JFK,12:15,12:15,0,None,1853,Airbus A330-200
2025-06-01,Hawaiian Airlines,DTW,MSP,15:45,16:01,16,Weather,1467,Airbus A330-200
2025-03-04,United Airlines,CLT,PHX,21:30,21:42,12,Weather,703,ATR 72
2024-04-27,Allegiant Air,LAX,LGA,16:15,16:15,0,None,510,Airbus A330-200
2024-04-12,Delta Air Lines,SEA,SFO,09:00,09:15,15,Weather,2628,Boeing 737-800
2024-10-01,American Airlines,DEN,DTW,17:15,17:15,0,None,1285,Airbus A321
2024-04-24,Delta Air Lines,ORD,BOS,15:30,15:30,0,None,2103,Boeing 737-800
2024-02-14,Allegiant Air,BWI,LAS,11:15,11:15,0,None,1160,Boeing 767-300
2024-03-31,United Airlines,MSP,PHX,23:15,23:15,0,None,292,Boeing 737-900
2024-03-10,Frontier Airlines,MDW,DEN,15:15,15:15,0,None,3000,Boeing 787-8
2023-11-12,Spirit Airlines,JFK,SFO,19:15,20:44,89,Weather,2839,Boeing 787-8
2023-07-13,Alaska Airlines,PHL,BWI,11:45,11:45,0,None,697,Boeing 787-8
2025-04-16,Southwest Airlines,MIA,MDW,16:00,16:00,0,None,747,Airbus A320
2024-12-22,Spirit Airlines,ORD,LAS,18:45,18:45,0,None,1456,Boeing 737-900
2025-04-15,Allegiant Air,MSP,LGA,15:45,15:52,7,Air Traffic,214,Airbus A321
2023-11-15,Frontier Airlines,BWI,PHX,19:45,19:45,0,None,1358,Airbus A330-200
2024-09-06,Alaska Airlines,JFK,DFW,14:30,14:30,0,None,1363,Boeing 767-300
2024-07-12,Hawaiian Airlines,CLT,LAS,16:45,19:32,167,Mechanical,1568,Airbus A320
2024-03-16,Allegiant Air,BWI,DFW,15:00,15:00,0,None,2588,Airbus A320
2024-05-16,American Airlines,LAS,DTW,09:30,09:30,0,None,1050,Boeing 737-800
2025-06-13,American Airlines,IAH,LAX,21:00,21:00,0,None,2111,Airbus A320
2023-08-19,American Airlines,BWI,BOS,18:30,18:30,0,None,229,Boeing 737-800
